StudentID,PreferredCenter,AssignedCenterDay0,AssignedCenterDay1,PenaltyDay0,PenaltyDay1
3074,K,K,K,0,0
3075,H,H,F,1,5
3076,J,J,A,1,5
3077,G,D,G,6,0
3078,K,A,B,6,5
3079,B,A,E,2,5
3080,F,F,F,0,0
3081,H,H,H,0,0
3082,A,B,D,2,5
3083,D,D,D,0,0
3084,I,I,B,1,5
3085,G,B,B,5,5
3086,A,A,A,0,0
3087,K,K,A,1,5
3088,I,I,I,0,0
3089,E,A,E,6,0
3090,J,A,A,5,5
3091,I,I,I,0,0
3092,K,B,K,6,0
3093,L,L,A,1,5
3094,C,A,B,6,1
3095,A,D,C,6,5
3096,B,B,A,1,1
3097,H,G,G,1,1
3098,H,C,C,5,5
3099,H,D,H,6,0
3100,L,B,B,5,5
3101,K,K,A,1,5
3102,E,E,A,1,5
3103,E,B,B,5,5
3104,I,I,B,1,5
3105,J,A,A,5,5
3106,A,A,A,0,0
3107,D,D,B,1,5
3108,I,I,I,0,0
3109,H,H,H,0,0
3110,E,C,A,6,5
3111,J,J,A,1,5
3112,L,L,L,0,0
3113,F,C,F,6,0
3114,K,K,K,0,0
3115,C,A,A,5,5
3116,J,A,A,5,5
3117,J,A,J,6,0
3118,H,H,G,1,1
3119,F,F,B,1,5
3120,H,A,A,5,5
3121,A,C,C,5,5
3122,H,H,A,1,5
3123,A,A,C,1,5
3124,B,B,B,0,0
3125,L,B,B,5,5
3126,J,J,A,1,5
3127,I,I,B,1,5
3128,K,A,K,6,0
3129,I,I,I,0,0
3130,H,H,H,0,0
3131,J,J,J,0,0
3132,J,B,B,5,5
3133,J,A,A,5,5
3134,J,J,J,0,0
3135,F,A,C,6,5
3136,K,B,K,6,0
3137,H,H,H,0,0
3138,F,A,F,6,0
3139,B,B,A,1,1
3140,J,A,J,6,0
3141,L,L,B,1,5
3142,D,D,A,1,5
3143,B,D,D,5,5
3144,D,D,B,1,5
3145,K,B,B,5,5
3146,E,C,E,6,0
3147,E,A,E,6,0
3148,H,A,B,6,5
3149,H,H,H,0,0
3150,L,L,A,1,5
3151,B,D,D,5,5
3152,F,F,F,0,0
3153,A,A,A,0,0
3154,B,B,B,0,0
3155,G,G,A,1,5
3156,J,J,B,1,5
3157,G,A,G,6,0
3158,I,B,C,6,5
3159,K,K,K,0,0
3160,J,A,A,5,5
3161,I,I,I,0,0
3162,J,J,B,1,5
3163,I,I,H,1,1
3164,D,D,E,1,1
3165,F,F,A,1,5
3166,H,H,H,0,0
3167,I,I,A,1,5
3168,I,I,B,1,5
3169,H,H,H,0,0
3170,H,B,B,5,5
3171,A,A,F,1,5
3172,F,B,B,5,5
3173,A,A,A,0,0
3174,D,D,A,1,5
3175,F,B,F,6,0
3176,E,E,E,0,0
3177,E,E,E,0,0
3178,E,E,A,1,5
3179,A,D,A,6,0
3180,H,A,A,5,5
3181,L,L,L,0,0
3182,G,C,C,5,5
3183,K,E,E,5,5
3184,E,H,H,5,5
3185,J,J,K,1,1
3186,B,B,B,0,0
3187,C,C,A,1,5
3188,F,D,A,6,5
3189,G,G,G,0,0
3190,L,A,L,6,0
3191,D,D,D,0,0
3192,J,D,D,5,5
3193,E,D,D,1,1
3194,E,E,E,0,0
3195,A,A,A,0,0
3196,J,A,A,5,5
3197,D,C,A,2,5
3198,F,F,E,1,1
3199,C,C,B,1,1
3200,D,D,A,1,5
3201,L,A,A,5,5
3202,J,J,J,0,0
3203,I,D,A,6,5
3204,E,E,E,0,0
3205,G,G,A,1,5
3206,G,G,A,1,5
3207,B,C,C,1,1
3208,I,I,I,0,0
3209,J,C,C,5,5
3210,E,E,A,1,5
3211,L,L,E,1,5
3212,J,J,B,1,5
3213,G,G,B,1,5
3214,L,L,L,0,0
3215,E,E,A,1,5
3216,I,A,I,6,0
3217,B,F,F,5,5
3218,J,J,J,0,0
3219,C,C,B,1,1
3220,B,B,B,0,0
3221,E,E,A,1,5
3222,K,A,A,5,5
3223,B,B,B,0,0
3224,L,A,A,5,5
3225,K,A,K,6,0
3226,G,G,G,0,0
3227,F,F,F,0,0
3228,H,A,A,5,5
3229,G,B,C,6,5
3230,J,C,C,5,5
3231,L,L,B,1,5
3232,G,A,G,6,0
3233,E,C,C,5,5
3234,L,L,A,1,5
3235,I,I,I,0,0
3236,B,C,B,2,0
3237,C,C,D,1,1
3238,G,B,C,6,5
3239,H,H,H,0,0
3240,H,A,A,5,5
3241,J,A,A,5,5
3242,K,K,K,0,0
3243,F,F,F,0,0
3244,A,A,B,1,1
3245,F,A,F,6,0
3246,H,B,B,5,5
3247,G,G,A,1,5
3248,G,A,A,5,5
3249,E,E,E,0,0
3250,L,A,L,6,0
3251,J,J,A,1,5
3252,H,C,C,5,5
3253,F,A,A,5,5
3254,A,A,A,0,0
3255,I,A,I,6,0
3256,L,L,L,0,0
3257,H,A,C,6,5
3258,C,D,C,2,0
3259,K,B,B,5,5
3260,L,L,L,0,0
3261,B,B,A,1,1
3262,L,L,L,0,0
3263,B,C,A,2,1
3264,I,B,B,5,5
3265,D,D,B,1,5
3266,A,B,B,1,1
3267,C,D,C,2,0
3268,L,L,L,0,0
3269,L,L,L,0,0
3270,F,A,A,5,5
3271,I,I,I,0,0
3272,J,J,I,1,1
3273,A,C,B,6,1
3274,F,A,A,5,5
3275,H,H,H,0,0
3276,F,F,A,1,5
3277,J,J,A,1,5
3278,G,G,A,1,5
3279,B,E,B,6,0
3280,I,I,I,0,0
3281,F,A,C,6,5
3282,E,E,B,1,5
3283,C,B,C,2,0
3284,H,H,B,1,5
3285,B,C,C,1,1
3286,K,A,A,5,5
3287,D,D,A,1,5
3288,I,C,A,6,5
3289,F,F,A,1,5
3290,I,A,B,6,5
3291,I,A,I,6,0
3292,J,J,J,0,0
3293,F,D,F,6,0
3294,E,A,A,5,5
3295,L,D,K,6,1
3296,B,D,D,5,5
3297,C,C,C,0,0
3298,A,B,A,2,0
3299,E,E,F,1,1
3300,H,G,B,2,5
3301,J,B,J,6,0
3302,I,A,I,6,0
3303,J,J,A,1,5
3304,A,A,D,1,5
3305,L,L,A,1,5
3306,F,F,F,0,0
3307,A,A,A,0,0
3308,I,I,D,1,5
3309,G,G,G,0,0
3310,J,A,A,5,5
3311,A,B,A,2,0
3312,H,H,H,0,0
3313,J,K,J,2,0
3314,C,A,A,5,5
3315,L,A,A,5,5
3316,F,F,F,0,0
3317,H,F,B,6,5
3318,L,D,L,6,0
3319,B,B,A,1,1
3320,B,A,B,2,0
3321,A,C,C,5,5
3322,G,G,F,1,1
3323,I,I,I,0,0
3324,E,F,E,2,0
3325,G,G,G,0,0
3326,I,C,C,5,5
3327,J,J,J,0,0
3328,G,G,G,0,0
3329,B,B,D,1,5
3330,E,A,A,5,5
3331,D,B,D,6,0
3332,J,A,J,6,0
3333,B,A,A,1,1
3334,C,A,A,5,5
3335,D,D,D,0,0
3336,G,G,I,1,5
3337,B,D,D,5,5
3338,C,B,B,1,1
3339,G,G,A,1,5
3340,C,A,A,5,5
3341,I,C,I,6,0
3342,L,A,A,5,5
3343,L,A,K,6,1
3344,G,G,C,1,5
3345,B,B,B,0,0
3346,L,L,A,1,5
3347,H,A,H,6,0
3348,E,A,A,5,5
3349,K,B,B,5,5
3350,C,D,C,2,0
3351,B,A,B,2,0
3352,C,D,D,1,1
3353,K,A,A,5,5
3354,F,F,B,1,5
3355,J,J,J,0,0
3356,J,A,A,5,5
3357,D,D,D,0,0
3358,J,J,A,1,5
3359,J,B,A,6,5
3360,I,I,I,0,0
3361,K,K,K,0,0
3362,K,B,A,6,5
3363,B,B,B,0,0
3364,L,K,L,2,0
3365,H,H,H,0,0
3366,D,A,D,6,0
3367,G,G,G,0,0
3368,G,G,G,0,0
3369,D,D,B,1,5
3370,A,A,A,0,0
3371,B,B,E,1,5
3372,E,A,A,5,5
3373,G,A,A,5,5
3374,C,C,C,0,0
3375,D,D,C,1,1
3376,H,A,C,6,5
3377,D,D,E,1,1
3378,F,C,C,5,5
3379,D,C,A,2,5
3380,F,B,B,5,5
3381,D,C,C,1,1
3382,K,K,B,1,5
3383,G,C,G,6,0
3384,I,I,B,1,5
3385,B,B,B,0,0
3386,A,A,C,1,5
3387,J,J,A,1,5
3388,L,A,A,5,5
3389,C,A,B,6,1
3390,J,B,J,6,0
3391,G,A,A,5,5
3392,I,I,B,1,5
3393,E,E,B,1,5
3394,I,I,I,0,0
3395,D,B,D,6,0
3396,J,J,A,1,5
3397,C,C,C,0,0
3398,L,L,A,1,5
3399,A,C,C,5,5
3400,C,A,C,6,0
3401,J,B,B,5,5
3402,J,J,A,1,5
3403,G,G,B,1,5
3404,F,F,F,0,0
3405,I,A,A,5,5
3406,H,H,H,0,0
3407,H,B,A,6,5
3408,C,C,C,0,0
3409,G,G,A,1,5
3410,L,A,L,6,0
3411,J,J,J,0,0
3412,E,B,B,5,5
3413,C,A,A,5,5
3414,L,L,L,0,0
3415,L,B,L,6,0
3416,G,G,A,1,5
3417,K,A,K,6,0
3418,C,B,B,1,1
3419,E,E,E,0,0
3420,G,A,A,5,5
3421,E,B,E,6,0
3422,C,A,A,5,5
3423,L,L,L,0,0
3424,L,A,L,6,0
3425,L,B,L,6,0
3426,G,G,A,1,5
3427,G,A,A,5,5
3428,C,C,B,1,1
3429,B,C,A,2,1
3430,B,B,A,1,1
3431,K,K,B,1,5
3432,H,H,H,0,0
3433,I,A,I,6,0
3434,H,A,A,5,5
3435,F,A,A,5,5
3436,G,A,A,5,5
3437,B,B,B,0,0
3438,A,E,C,6,5
3439,F,I,I,5,5
3440,H,H,H,0,0
3441,G,A,A,5,5
3442,A,A,B,1,1
3443,E,E,B,1,5
3444,C,C,F,1,5
3445,B,B,D,1,5
3446,K,A,K,6,0
3447,B,B,B,0,0
3448,K,B,K,6,0
3449,C,C,C,0,0
3450,B,B,C,1,1
3451,G,G,G,0,0
3452,J,J,J,0,0
3453,A,A,B,1,1
3454,B,A,A,1,1
3455,L,L,A,1,5
3456,I,I,I,0,0
3457,L,A,A,5,5
3458,I,B,A,6,5
3459,B,B,B,0,0
3460,A,A,E,1,5
3461,H,C,C,5,5
3462,C,C,B,1,1
3463,F,F,A,1,5
3464,D,A,D,6,0
3465,I,A,B,6,5
3466,L,L,B,1,5
3467,B,D,D,5,5
3468,K,J,J,1,1
3469,A,F,F,5,5
3470,I,I,I,0,0
3471,K,K,A,1,5
3472,H,B,B,5,5
3473,C,C,C,0,0
3474,I,I,B,1,5
3475,A,B,A,2,0
3476,K,B,B,5,5
3477,K,C,B,6,5
3478,K,B,B,5,5
3479,J,J,J,0,0
3480,C,C,A,1,5
3481,E,F,F,1,1
3482,A,B,B,1,1
3483,A,A,A,0,0
3484,B,B,B,0,0
3485,G,G,C,1,5
3486,L,B,L,6,0
3487,L,C,A,6,5
3488,J,J,J,0,0
3489,G,E,E,5,5
3490,H,H,H,0,0
3491,F,F,F,0,0
3492,I,I,B,1,5
3493,K,K,B,1,5
3494,H,H,H,0,0
3495,I,A,A,5,5
3496,C,C,C,0,0
3497,H,L,L,5,5
3498,G,G,A,1,5
3499,G,C,C,5,5
3500,L,A,A,5,5
3501,A,G,E,6,5
3502,L,C,L,6,0
3503,J,B,J,6,0
3504,I,D,D,5,5
3505,D,A,D,6,0
3506,K,C,C,5,5
3507,I,I,I,0,0
3508,J,J,J,0,0
3509,J,J,J,0,0
3510,A,F,C,6,5
3511,F,F,A,1,5
3512,I,A,A,5,5
3513,L,L,L,0,0
3514,E,E,A,1,5
3515,K,A,K,6,0
3516,D,E,A,2,5
3517,C,B,D,2,1
3518,J,J,D,1,5
3519,F,E,E,1,1
3520,I,C,B,6,5
3521,J,A,B,6,5
3522,C,B,B,1,1
3523,G,G,G,0,0
3524,D,A,A,5,5
3525,D,A,D,6,0
3526,L,L,B,1,5
3527,K,B,A,6,5
3528,I,A,A,5,5
3529,I,A,A,5,5
3530,H,G,C,2,5
3531,E,E,E,0,0
3532,D,D,C,1,1
3533,G,G,G,0,0
3534,A,B,C,2,5
3535,A,C,A,6,0
3536,G,C,C,5,5
3537,F,A,A,5,5
3538,I,I,I,0,0
3539,A,A,A,0,0
3540,H,H,A,1,5
3541,A,A,B,1,1
3542,L,L,L,0,0
3543,J,J,C,1,5
3544,J,J,J,0,0
3545,B,C,C,1,1
3546,F,G,F,2,0
3547,F,A,A,5,5
3548,K,K,C,1,5
3549,I,B,B,5,5
3550,L,A,A,5,5
3551,B,B,B,0,0
3552,H,B,H,6,0
3553,L,L,A,1,5
3554,E,A,B,6,5
3555,G,C,G,6,0
3556,D,D,D,0,0
3557,A,B,A,2,0
3558,A,D,B,6,1
3559,K,A,A,5,5
3560,G,C,C,5,5
3561,K,I,I,5,5
3562,L,C,C,5,5
3563,B,D,D,5,5
3564,H,B,B,5,5
3565,E,E,A,1,5
3566,E,A,D,6,1
3567,F,E,F,2,0
3568,K,K,K,0,0
3569,H,E,A,6,5
3570,F,F,A,1,5
3571,D,D,D,0,0
3572,C,C,C,0,0
3573,A,D,E,6,5
3574,D,A,D,6,0
3575,B,A,A,1,1
3576,D,A,E,6,1
3577,H,H,H,0,0
3578,H,E,E,5,5
3579,F,F,A,1,5
3580,D,F,D,6,0
3581,H,A,A,5,5
3582,D,D,B,1,5
3583,C,C,A,1,5
3584,H,A,A,5,5
3585,J,A,A,5,5
3586,G,A,G,6,0
3587,H,H,D,1,5
3588,B,B,B,0,0
3589,H,H,A,1,5
3590,A,A,A,0,0
3591,F,G,C,2,5
3592,L,L,L,0,0
3593,F,A,F,6,0
3594,E,E,E,0,0
3595,E,A,E,6,0
3596,E,E,D,1,1
3597,L,B,B,5,5
3598,B,E,A,6,1
3599,I,E,E,5,5
3600,K,A,K,6,0
3601,E,E,A,1,5
3602,E,B,B,5,5
3603,B,E,B,6,0
3604,B,F,B,6,0
3605,A,A,E,1,5
3606,E,A,A,5,5
3607,J,H,J,6,0
3608,L,L,L,0,0
3609,F,F,F,0,0
3610,G,G,F,1,1
3611,C,C,C,0,0
3612,L,L,L,0,0
3613,D,D,E,1,1
3614,L,C,L,6,0
3615,I,A,B,6,5
3616,G,G,A,1,5
3617,C,C,D,1,1
3618,K,B,K,6,0
3619,C,C,A,1,5
3620,B,E,E,5,5
3621,F,B,F,6,0
3622,G,D,D,5,5
3623,D,C,D,2,0
3624,J,A,C,6,5
3625,L,L,L,0,0
3626,H,E,E,5,5
3627,B,E,E,5,5
3628,D,A,B,6,5
3629,B,B,B,0,0
3630,G,G,G,0,0
3631,A,B,C,2,5
3632,A,C,A,6,0
3633,K,B,K,6,0
3634,I,I,I,0,0
3635,A,C,A,6,0
3636,E,E,E,0,0
3637,A,B,A,2,0
3638,B,B,C,1,1
3639,D,B,D,6,0
3640,K,K,B,1,5
3641,G,G,G,0,0
3642,J,A,A,5,5
3643,D,D,D,0,0
3644,A,A,D,1,5
3645,H,H,A,1,5
3646,F,F,C,1,5
3647,D,D,D,0,0
3648,D,D,E,1,1
3649,C,C,C,0,0
3650,E,A,A,5,5
3651,L,L,L,0,0
3652,K,K,A,1,5
3653,A,B,B,1,1
3654,A,A,A,0,0
3655,E,E,C,1,5
3656,F,F,A,1,5
3657,J,J,J,0,0
3658,A,B,A,2,0
3659,D,B,D,6,0
3660,L,A,L,6,0
3661,K,B,K,6,0
3662,A,D,D,5,5
3663,D,D,C,1,1
3664,K,K,B,1,5
3665,E,D,E,2,0
3666,G,G,G,0,0
3667,E,A,A,5,5
3668,F,B,F,6,0
3669,G,A,A,5,5
3670,G,G,G,0,0
3671,I,I,I,0,0
3672,I,I,B,1,5
3673,A,B,B,1,1
3674,F,F,F,0,0
3675,G,G,G,0,0
3676,B,D,B,6,0
3677,K,K,K,0,0
3678,L,L,L,0,0
3679,L,L,L,0,0
3680,F,F,D,1,5
3681,D,D,D,0,0
3682,L,B,B,5,5
3683,L,A,B,6,5
3684,F,F,E,1,1
3685,K,H,H,5,5
3686,K,A,A,5,5
3687,B,A,B,2,0
3688,C,F,A,6,5
3689,E,A,A,5,5
3690,C,C,A,1,5
3691,D,A,D,6,0
3692,J,J,A,1,5
3693,D,D,A,1,5
3694,J,A,J,6,0
3695,I,A,A,5,5
3696,D,D,D,0,0
3697,A,A,C,1,5
3698,B,B,A,1,1
3699,A,A,A,0,0
3700,D,D,D,0,0
3701,D,A,C,6,1
3702,E,E,E,0,0
3703,K,C,C,5,5
3704,E,A,D,6,1
3705,C,C,E,1,5
3706,B,C,A,2,1
3707,E,E,E,0,0
3708,D,D,D,0,0
3709,H,H,H,0,0
3710,B,B,B,0,0
3711,K,A,K,6,0
3712,D,D,D,0,0
3713,G,G,B,1,5
3714,G,G,G,0,0
3715,C,C,F,1,5
3716,B,B,D,1,5
3717,H,H,H,0,0
3718,K,C,A,6,5
3719,J,J,J,0,0
3720,J,A,A,5,5
3721,H,H,A,1,5
3722,B,B,D,1,5
3723,K,K,K,0,0
3724,I,A,A,5,5
3725,H,B,H,6,0
3726,C,C,D,1,1
3727,J,J,A,1,5
3728,J,J,A,1,5
3729,K,B,K,6,0
3730,F,F,A,1,5
3731,H,C,C,5,5
3732,I,I,I,0,0
3733,D,D,A,1,5
3734,D,D,A,1,5
3735,G,G,G,0,0
3736,I,I,A,1,5
3737,B,D,B,6,0
3738,J,J,J,0,0
3739,H,H,H,0,0
3740,E,E,E,0,0
3741,I,D,I,6,0
3742,I,I,I,0,0
3743,E,E,A,1,5
3744,G,A,B,6,5
3745,D,D,I,1,5
3746,H,A,A,5,5
3747,L,L,L,0,0
3748,L,L,L,0,0
3749,J,A,A,5,5
3750,A,A,B,1,1
3751,K,K,B,1,5
3752,G,G,A,1,5
3753,L,L,L,0,0
3754,I,H,A,2,5
3755,A,B,B,1,1
3756,E,D,A,2,5
3757,J,B,J,6,0
3758,H,B,H,6,0
3759,B,D,C,6,1
3760,A,B,A,2,0
3761,C,A,D,6,1
3762,G,F,C,2,5
3763,I,A,B,6,5
3764,G,B,B,5,5
3765,A,H,H,5,5
3766,H,A,G,6,1
3767,K,K,F,1,5
3768,A,B,A,2,0
3769,B,B,D,1,5
3770,E,F,F,1,1
3771,J,C,C,5,5
3772,I,B,B,5,5
3773,L,A,K,6,1
3774,C,B,B,1,1
3775,I,I,I,0,0
3776,E,A,A,5,5
3777,E,B,E,6,0
3778,J,A,J,6,0
3779,K,K,A,1,5
3780,D,D,B,1,5
3781,D,F,F,5,5
3782,E,E,C,1,5
3783,D,D,B,1,5
3784,J,A,J,6,0
3785,I,I,I,0,0
3786,G,A,A,5,5
3787,C,C,C,0,0
3788,I,B,B,5,5
3789,C,C,C,0,0
3790,L,E,E,5,5
3791,L,A,A,5,5
3792,L,A,A,5,5
3793,K,K,A,1,5
3794,E,E,E,0,0
3795,C,B,D,2,1
3796,J,J,J,0,0
3797,H,H,H,0,0
3798,K,A,A,5,5
3799,H,H,H,0,0
3800,J,C,C,5,5
3801,G,G,A,1,5
3802,C,B,D,2,1
3803,A,B,B,1,1
3804,I,A,H,6,1
3805,K,K,A,1,5
3806,D,D,D,0,0
3807,K,K,K,0,0
3808,F,F,D,1,5
3809,A,C,C,5,5
3810,J,J,J,0,0
3811,E,A,A,5,5
3812,D,B,A,6,5
3813,A,E,F,6,5
3814,G,E,E,5,5
3815,I,A,I,6,0
3816,H,G,D,2,5
3817,B,B,B,0,0
3818,F,F,F,0,0
3819,E,E,C,1,5
3820,C,A,B,6,1
3821,C,A,F,6,5
3822,C,C,C,0,0
3823,B,B,B,0,0
3824,D,D,D,0,0
3825,F,C,C,5,5
3826,F,A,B,6,5
3827,F,A,C,6,5
3828,L,L,K,1,1
3829,F,F,F,0,0
3830,G,G,A,1,5
3831,J,A,J,6,0
3832,H,A,B,6,5
3833,I,A,A,5,5
3834,L,L,L,0,0
3835,L,L,B,1,5
3836,C,A,B,6,1
3837,K,K,K,0,0
3838,F,A,F,6,0
3839,G,A,C,6,5
3840,I,A,A,5,5
3841,K,A,B,6,5
3842,K,K,A,1,5
3843,I,I,I,0,0
3844,J,A,A,5,5
3845,D,D,B,1,5
3846,G,A,A,5,5
3847,I,E,A,6,5
3848,L,C,B,6,5
3849,F,B,B,5,5
3850,C,C,C,0,0
3851,K,E,K,6,0
3852,J,J,C,1,5
3853,K,K,A,1,5
3854,G,G,G,0,0
3855,L,L,L,0,0
3856,B,E,C,6,1
3857,A,A,A,0,0
3858,E,F,C,2,5
3859,G,F,G,2,0
3860,D,D,A,1,5
3861,B,B,B,0,0
3862,B,B,A,1,1
3863,K,K,K,0,0
3864,A,C,C,5,5
3865,E,E,E,0,0
3866,L,B,B,5,5
3867,D,E,E,1,1
3868,D,D,A,1,5
3869,K,K,K,0,0
3870,B,E,E,5,5
3871,L,B,B,5,5
3872,C,C,D,1,1
3873,J,C,C,5,5
3874,C,B,D,2,1
3875,K,K,C,1,5
3876,C,B,B,1,1
3877,D,B,B,5,5
3878,A,A,B,1,1
3879,L,L,L,0,0
3880,A,A,A,0,0
3881,E,E,B,1,5
3882,F,D,F,6,0
3883,K,K,B,1,5
3884,D,E,E,1,1
3885,A,A,A,0,0
3886,H,H,H,0,0
3887,G,C,C,5,5
3888,G,G,A,1,5
3889,D,D,D,0,0
3890,G,C,G,6,0
3891,E,B,B,5,5
3892,I,B,A,6,5
3893,L,B,L,6,0
3894,B,B,C,1,1
3895,J,A,E,6,5
3896,E,J,J,5,5
3897,J,E,E,5,5
3898,C,D,A,2,5
3899,A,E,E,5,5
3900,K,K,B,1,5
3901,C,D,D,1,1
3902,H,B,A,6,5
3903,E,C,B,6,5
3904,C,C,K,1,5
3905,C,C,A,1,5
3906,I,I,B,1,5
3907,D,D,D,0,0
3908,A,C,A,6,0
3909,D,B,B,5,5
3910,F,B,B,5,5
3911,L,H,H,5,5
3912,J,J,C,1,5
3913,E,B,A,6,5
3914,J,B,K,6,1
3915,L,B,B,5,5
3916,I,I,I,0,0
3917,I,I,I,0,0
3918,J,J,J,0,0
3919,G,G,G,0,0
3920,L,L,L,0,0
3921,E,E,E,0,0
3922,A,B,B,1,1
3923,I,E,I,6,0
3924,K,B,B,5,5
3925,H,B,B,5,5
3926,L,K,K,1,1
3927,C,C,C,0,0
3928,C,C,B,1,1
3929,G,G,C,1,5
3930,E,C,C,5,5
3931,H,H,B,1,5
3932,E,C,C,5,5
3933,E,C,E,6,0
3934,H,B,B,5,5
3935,K,K,K,0,0
3936,K,B,C,6,5
3937,K,C,K,6,0
3938,C,B,C,2,0
3939,I,I,C,1,5
3940,C,C,C,0,0
3941,E,E,D,1,1
3942,G,G,H,1,1
3943,L,L,B,1,5
3944,H,B,B,5,5
3945,C,C,C,0,0
3946,K,K,K,0,0
3947,I,E,I,6,0
3948,I,D,A,6,5
3949,F,B,A,6,5
3950,A,B,B,1,1
3951,D,B,C,6,1
3952,J,J,J,0,0
3953,C,C,C,0,0
3954,I,I,I,0,0
3955,H,H,B,1,5
3956,I,B,J,6,1
3957,C,D,C,2,0
3958,H,B,H,6,0
3959,E,B,B,5,5
3960,E,F,F,1,1
3961,E,E,E,0,0
3962,E,D,E,2,0
3963,G,G,G,0,0
3964,J,J,I,1,1
3965,A,D,C,6,5
3966,G,C,A,6,5
3967,H,H,B,1,5
3968,J,B,B,5,5
3969,L,B,C,6,5
3970,E,E,D,1,1
3971,C,B,B,1,1
3972,I,H,C,2,5
3973,A,C,A,6,0
3974,J,D,J,6,0
3975,G,G,B,1,5
3976,D,C,C,1,1
3977,F,B,B,5,5
3978,H,H,H,0,0
3979,K,K,A,1,5
3980,E,F,E,2,0
3981,B,B,A,1,1
3982,L,E,L,6,0
3983,J,C,C,5,5
3984,G,G,B,1,5
3985,F,F,F,0,0
3986,G,G,G,0,0
3987,D,D,C,1,1
3988,L,L,L,0,0
3989,G,B,B,5,5
3990,E,E,D,1,1
3991,E,B,G,6,5
3992,J,J,J,0,0
3993,I,I,B,1,5
3994,K,K,A,1,5
3995,J,B,J,6,0
3996,F,F,F,0,0
3997,G,G,G,0,0
3998,B,B,B,0,0
3999,I,B,B,5,5
4000,D,D,D,0,0
4001,K,B,C,6,5
4002,B,C,C,1,1
4003,C,C,C,0,0
4004,K,K,B,1,5
4005,G,G,C,1,5
4006,G,G,C,1,5
4007,K,B,J,6,1
4008,B,E,C,6,1
4009,E,B,B,5,5
4010,E,E,E,0,0
4011,L,C,C,5,5
4012,B,B,A,1,1
4013,D,E,E,1,1
4014,H,D,A,6,5
4015,K,C,C,5,5
4016,H,H,H,0,0
4017,I,I,I,0,0
4018,G,C,G,6,0
4019,F,F,C,1,5
4020,B,B,B,0,0
4021,I,I,B,1,5
4022,F,D,E,6,1
4023,J,H,H,5,5
4024,F,F,F,0,0
4025,E,C,E,6,0
4026,E,F,E,2,0
4027,D,D,F,1,5
4028,I,I,A,1,5
4029,L,E,L,6,0
4030,D,B,D,6,0
4031,J,C,J,6,0
4032,L,L,L,0,0
4033,C,C,C,0,0
4034,F,B,B,5,5
4035,I,I,I,0,0
4036,E,D,E,2,0
4037,B,C,B,2,0
4038,B,B,A,1,1
4039,D,D,D,0,0
4040,G,E,G,6,0
4041,I,I,A,1,5
4042,E,E,A,1,5
4043,G,D,G,6,0
4044,D,D,D,0,0
4045,K,K,K,0,0
4046,F,B,F,6,0
4047,A,B,D,2,5
4048,G,D,D,5,5
4049,A,B,E,2,5
4050,G,G,A,1,5
4051,K,K,A,1,5
4052,A,I,I,5,5
4053,K,K,K,0,0
4054,J,J,B,1,5
4055,F,F,C,1,5
4056,B,B,B,0,0
4057,G,E,E,5,5
4058,F,B,A,6,5
4059,C,C,C,0,0
4060,K,B,C,6,5
4061,F,F,F,0,0
4062,C,D,C,2,0
4063,L,D,L,6,0
4064,G,G,G,0,0
4065,J,C,A,6,5
4066,B,D,A,6,1
4067,G,G,A,1,5
4068,B,B,B,0,0
4069,K,K,A,1,5
4070,L,K,B,2,5
4071,A,D,D,5,5
4072,F,B,C,6,5
4073,D,D,D,0,0
4074,I,I,D,1,5
4075,E,B,A,6,5
4076,D,D,C,1,1
4077,H,H,B,1,5
4078,J,C,C,5,5
4079,B,F,B,6,0
4080,A,B,B,1,1
4081,I,C,C,5,5
4082,E,B,B,5,5
4083,K,B,B,5,5
4084,J,B,J,6,0
4085,J,J,K,1,1
4086,H,B,H,6,0
4087,E,B,B,5,5
4088,A,C,C,5,5
4089,I,B,B,5,5
4090,G,G,G,0,0
4091,C,C,B,1,1
4092,A,A,D,1,5
4093,K,K,K,0,0
4094,H,I,D,2,5
4095,B,C,C,1,1
4096,J,J,D,1,5
4097,G,B,B,5,5
4098,F,F,B,1,5
4099,J,J,J,0,0
4100,A,A,C,1,5
4101,B,C,B,2,0
4102,E,C,C,5,5
4103,K,K,K,0,0
4104,C,C,C,0,0
4105,B,C,C,1,1
4106,I,B,I,6,0
4107,D,B,B,5,5
4108,E,F,B,2,5
4109,B,B,B,0,0
4110,J,J,B,1,5
4111,A,B,B,1,1
4112,G,B,L,6,5
4113,G,G,A,1,5
4114,H,H,G,1,1
4115,K,B,A,6,5
4116,J,G,J,6,0
4117,I,I,I,0,0
4118,F,C,F,6,0
4119,L,L,L,0,0
4120,D,D,F,1,5
4121,K,K,K,0,0
4122,I,C,C,5,5
4123,C,B,B,1,1
4124,G,G,A,1,5
4125,A,A,A,0,0
4126,H,H,I,1,1
4127,I,I,J,1,1
4128,K,B,B,5,5
4129,E,E,A,1,5
4130,B,C,C,1,1
4131,F,F,F,0,0
4132,B,B,A,1,1
4133,C,C,D,1,1
4134,J,D,D,5,5
4135,L,B,B,5,5
4136,J,B,B,5,5
4137,C,B,C,2,0
4138,I,I,A,1,5
4139,B,B,A,1,1
4140,F,F,F,0,0
4141,J,J,B,1,5
4142,G,G,G,0,0
4143,H,H,H,0,0
4144,G,G,D,1,5
4145,L,L,H,1,5
